Annee_prod,Bassin_versant,Cap_tot_act,Cap_tot_init,Cote,Date,Latitude,Longitude,Nom_Ar,Nom_Fr,_id,apports,cumul_annee_prec,cumul_annuel_apports,cumul_annuel_lachers,cumul_mensuel_apports,cumul_mensuel_lachers,fonctionnel,id_barrage,lachers,moy_mois,moy_periode,stock,stock_annee_prec
2012,95.0,33.0,33.0,37.0,2019-05-07T00:00:00,37.1856,9.20109,الزياتين,ziatine,609,0.0128117,31.1288,16.7476,31.8388,0.0276242,0.02518,1,12,0.003901,0.9,28.4189,32.8283,33.3005
2012,35.5,18.3,18.3,48.0,2019-05-07T00:00:00,37.1991,9.26906,القمقوم,gamgoum,610,0.0,12.3031,38.7153,15.0659,0.0248279,0.0,1,13,0.0,0.035559,7.93275,17.6651,17.9371
1987,1040.0,33.4411,70.0,388.5,2019-05-07T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,611,0.0353637,2.56333,47.6515,22.7656,0.270301,0.499038,1,14,0.068219,2.01139,32.4506,32.3812,4.46326
1966,127.0,7.22,8.22,517.06,2019-05-07T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,612,0.00342668,1.36619,5.80522,1.69426,0.0473,0.215075,1,15,0.0,1.00958,11.0851,6.93988,2.22486
2002,232.0,2.0,4.0,285.0,2019-05-07T00:00:00,36.302,9.50269,الرميـــــــل,rmil,613,0.0009086,0.271432,7.48532,5.11614,0.0142142,0.007384,1,16,0.004735,0.174369,9.73372,1.9528,0.0
1971,1263.0,41.599,52.9,122.5,2019-05-07T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,614,0.0231634,3.51022,41.459,10.2273,0.0843459,0.0,1,17,0.0,1.17327,24.5235,41.0069,13.6317
1998,675.0,23.83,22.0,43.0,2019-05-07T00:00:00,36.3318,10.3597,الرمــــــل,rmel,615,0.0,0.938744,27.8777,3.76919,0.0320309,0.0735,1,18,0.0105,0.16702,15.5363,21.5175,5.14528
1965,855.0,58.76,86.5,230.0,2019-05-07T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,616,0.014908,2.48067,26.3202,6.01101,0.0526409,0.391319,1,19,0.061501,1.36161,20.3874,22.9915,3.1425
1981,8950.0,133.317,209.0,270.0,2019-05-07T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,617,0.00106349,6.60633,70.2632,22.1392,0.0868687,0.337032,1,20,0.087788,4.36556,38.3863,73.7563,28.1282
1989,1120.0,77.47,95.3,217.0,2019-05-07T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,618,0.0,0.521692,20.8543,1.15274,0.103541,0.0117,1,21,0.0,0.818174,13.4758,9.23771,0.203126
2005,173.65,7.71,4.24,677.8,2019-05-07T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,619,0.0,2.17447,3.30246,0.2,0.00314986,0.0,1,22,0.0,2.214,28.4189,2.1713,0.53152
1997,1900.0,88.0,88.0,541.0,2019-05-07T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,620,0.0,0.231482,5.98988,0.6,0.0,0.0,1,23,0.0,0.262516,1.51367,4.4375,1.157
2002,293.0,16.0,16.0,849.0,2019-05-07T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,621,0.000495675,1.37885,4.02132,0.0,0.00346972,0.0,1,24,0.0,0.0006324,1.51367,2.05,0.9
1959,86.0,5.01,6.5,54.62,2019-05-07T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,622,0.0,0.0,19.5983,15.1121,0.0107839,0.0,1,25,0.0,0.266449,4.72828,4.6884,1.8612
1963,64.0,5.045,7.8,77.88,2019-05-07T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,623,0.00048411,1.15625,20.2864,15.7855,0.00475042,0.13986,1,26,0.034086,0.191438,6.37273,4.10056,0.72372
1968,53.0,5.193,6.9,163.0,2019-05-07T00:00:00,36.534,10.4911,مصــــــري,masri,624,0.00071766,0.882041,4.5154,7.29237,0.0300393,0.023295,1,27,0.0,0.285983,4.32605,5.12191,4.49005
1986,199.0,23.3053,30.1,18.04,2019-05-07T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,625,0.0,3.77395,37.8654,17.2538,0.060963,0.113317,1,28,0.02498,0.13729,17.6151,20.1816,8.36454
2002,123.0,12.854,12.1,102.4,2019-05-07T00:00:00,36.5874,10.304,الحمـــــى,hma,626,0.0045619,0.202014,4.12634,0.297378,0.0266946,0.1,1,29,0.02,0.0291232,4.36581,3.72469,1.11164
2002,54.0,9.615,10.0,42.2,2019-05-07T00:00:00,36.8308,10.7086,العبيـــــــد,abid,627,0.0,3.32566,11.6031,5.3548,0.0108746,0.082013,1,30,0.019091,0.0146496,5.18427,8.84155,3.46566
1954,10300.0,51.13,267.67,265.0,2019-05-06T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,628,0.00203483,11.2277,206.379,190.063,1.18349,0.3,1,1,0.05,17.3775,137.621,37.7175,7.76757
1954,103.0,60.393,61.63,436.5,2019-05-06T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,629,0.0,39.0209,48.2105,30.7465,0.0,0.5202,1,2,0.0867,1.27743,41.5779,55.1234,53.3408
1968,101.0,76.9,81.875,292.04,2019-05-06T00:00:00,36.7614,9.0023,كســاب,kasseb,630,0.0251985,31.2136,48.1349,21.501,0.135936,0.54,1,3,0.09,0.913573,41.8806,61.5938,47.8375
1998,177.0,64.7,74.82,182.0,2019-05-06T00:00:00,36.7341,8.53173,بربرة,barbara,631,0.0489019,88.0443,99.2391,88.9462,0.577245,0.0666,1,4,0.0432,1.69462,81.2012,64.8846,65.5322
1981,7950.0,580.35,814.0,115.0,2019-05-06T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,632,1.18365,156.769,614.031,310.826,4.13345,4.241,1,5,1.03865,19.9305,365.51,572.754,182.135
1976,390.0,112.037,117.5,221.0,2019-05-06T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,633,0.0882442,70.4687,139.538,73.5409,0.745943,1.50493,1,6,0.24033,2.78374,77.4087,108.781,78.6951
1983,418.0,118.773,129.9,90.0,2019-05-06T00:00:00,36.9909,9.61373,جوميــــــن,joumine,634,0.0539399,43.9536,88.6845,37.5608,0.309546,0.601872,1,7,0.093312,1.85273,73.1511,97.1053,62.0923
1984,48.0,10.004,11.7,82.5,2019-05-06T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,635,0.00236027,5.51992,10.2123,3.64611,0.0279354,0.064,1,8,0.0106,0.226176,9.15784,9.75494,6.23198
2015,85.9,41.0,41.0,136.0,2019-05-06T00:00:00,37.0359,9.41093,المالح,melah,636,0.0,,,,0.0,0.22398,1,33,0.0521,0.68,24.8152,37.34,
1994,367.0,134.014,137.5,86.5,2019-05-06T00:00:00,37.181,9.47513,سجنــــــان,sejnane,637,0.0,91.2215,148.853,124.109,0.205378,2.14153,1,9,0.360982,0.61677,116.345,105.082,86.2433
2012,60.0,24.0,24.0,93.0,2019-05-06T00:00:00,36.8824,8.69921,الزرقة,zarga,638,0.0,31.0017,40.6874,32.2608,0.0491314,0.0527,1,10,0.0281,0.64,21.5028,10.26,23.356
2014,85.2,64.4,64.4,85.0,2019-05-06T00:00:00,36.8751,8.71699,الكبير,kebir,639,0.0185798,,42.9075,41.7504,0.226096,0.0,1,31,0.0,3.33512,36.8962,7.0184,6.2356
2013,58.0,26.3,26.3,110.0,2019-05-06T00:00:00,36.9347,8.84504,المولى,moula,640,0.0187446,,38.3638,34.1046,0.0862955,0.0,1,32,0.0,1.49326,30.5721,26.2795,23.3
1999,865.0,286.514,286.514,27.0,2019-05-06T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,641,0.397206,248.775,343.901,266.402,1.03829,0.0,1,11,0.0,3.70243,288.513,284.703,286.212
2012,95.0,33.0,33.0,37.0,2019-05-06T00:00:00,37.1856,9.20109,الزياتين,ziatine,642,0.0,31.1057,16.7476,31.8349,0.0148125,0.021279,1,12,0.00344,0.9,28.3899,32.8283,33.3005
2012,35.5,18.3,18.3,48.0,2019-05-06T00:00:00,37.1991,9.26906,القمقوم,gamgoum,643,0.00423684,12.3031,38.7025,15.0659,0.0248279,0.0,1,13,0.0,0.035559,7.9316,17.6794,17.9515
1987,1040.0,33.4411,70.0,388.5,2019-05-06T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,644,0.0314066,1.97526,47.6161,22.6974,0.234937,0.430819,1,14,0.065774,2.01139,32.3857,32.4317,3.89293
1966,127.0,7.22,8.22,517.06,2019-05-06T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,645,0.0237809,1.34386,5.80179,1.69426,0.0438733,0.215075,1,15,0.020673,1.00958,11.0525,6.93988,2.20285
2002,232.0,2.0,4.0,285.0,2019-05-06T00:00:00,36.302,9.50269,الرميـــــــل,rmil,646,0.00235257,0.269823,7.48441,5.1114,0.0133056,0.002649,1,16,0.000415,0.174369,9.7281,1.9587,0.0
1971,1263.0,41.599,52.9,122.5,2019-05-06T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,647,0.0,3.49254,41.4358,10.2273,0.0611825,0.0,1,17,0.0,1.17327,24.4857,41.0069,13.6317
1998,675.0,23.83,22.0,43.0,2019-05-06T00:00:00,36.3318,10.3597,الرمــــــل,rmel,648,0.0,0.938744,27.8777,3.75869,0.0320309,0.063,1,18,0.0105,0.16702,15.5309,21.5708,5.17504
1965,855.0,58.76,86.5,230.0,2019-05-06T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,649,0.0,2.42336,26.3053,5.94951,0.0377329,0.329818,1,19,0.057925,1.36161,20.3434,23.0486,3.10695
2013,58.0,26.3,26.3,110.0,2019-05-04T00:00:00,36.9347,8.84504,المولى,moula,706,0.0169415,,38.3268,34.1046,0.0493223,0.0,1,32,0.0,1.49326,30.4758,26.2508,23.24
1981,8950.0,133.317,209.0,270.0,2019-05-06T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,650,0.00519546,6.58535,70.2621,22.0514,0.0858052,0.249244,1,20,0.090848,4.36556,38.2455,73.8711,28.1282
1989,1120.0,77.47,95.3,217.0,2019-05-06T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,651,0.0,0.519549,20.8543,1.15274,0.103541,0.0117,1,21,0.0,0.818174,13.4494,9.28406,0.203126
2005,173.65,7.71,4.24,677.8,2019-05-06T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,652,0.0,2.17447,3.30246,0.2,0.00314986,0.0,1,22,0.0,2.214,28.3899,2.17528,0.53496
1997,1900.0,88.0,88.0,541.0,2019-05-06T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,653,0.0,0.230845,5.98988,0.6,0.0,0.0,1,23,0.0,0.262516,1.50521,4.4375,1.157
2002,293.0,16.0,16.0,849.0,2019-05-06T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,654,0.000495675,1.37873,4.02082,0.0,0.00297405,0.0,1,24,0.0,0.0006324,1.50521,2.05,0.9
1959,86.0,5.01,6.5,54.62,2019-05-06T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,655,0.0,0.0,19.5983,15.1121,0.0107839,0.0,1,25,0.0,0.266449,4.71968,4.698,1.8612
1963,64.0,5.045,7.8,77.88,2019-05-06T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,656,0.0,1.15562,20.2859,15.7514,0.00426631,0.105774,1,26,0.04496,0.191438,6.36656,4.13788,0.73508
1968,53.0,5.193,6.9,163.0,2019-05-06T00:00:00,36.534,10.4911,مصــــــري,masri,657,0.000918225,0.880812,4.51468,7.29237,0.0293216,0.023295,1,27,0.0,0.285983,4.31682,5.06677,4.47498
1986,199.0,23.3053,30.1,18.04,2019-05-06T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,658,0.0374694,3.77027,37.8654,17.2288,0.060963,0.088337,1,28,0.00987,0.13729,17.6107,20.3169,8.39696
2002,123.0,12.854,12.1,102.4,2019-05-06T00:00:00,36.5874,10.304,الحمـــــى,hma,659,0.00469926,0.201111,4.12178,0.277378,0.0221327,0.08,1,29,0.02,0.0291232,4.36487,3.74404,1.11164
2002,54.0,9.615,10.0,42.2,2019-05-06T00:00:00,36.8308,10.7086,العبيـــــــد,abid,660,0.0,3.32566,11.6031,5.33571,0.0108746,0.062922,1,30,0.007353,0.0146496,5.1838,8.86626,3.4788
1954,10300.0,51.13,267.67,265.0,2019-05-05T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,661,0.401693,11.1669,206.377,190.013,1.18146,0.25,1,1,0.05,17.3775,137.061,37.7858,7.71174
1954,103.0,60.393,61.63,436.5,2019-05-05T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,662,0.0,38.9539,48.2105,30.6598,0.0,0.4335,1,2,0.0867,1.27743,41.5367,55.2433,53.3114
1968,101.0,76.9,81.875,292.04,2019-05-05T00:00:00,36.7614,9.0023,كســاب,kasseb,663,0.0249223,31.181,48.1097,21.411,0.110738,0.45,1,3,0.09,0.913573,41.8512,61.6694,47.9016
1998,177.0,64.7,74.82,182.0,2019-05-05T00:00:00,36.7341,8.53173,بربرة,barbara,664,0.106359,87.6478,99.1902,88.903,0.528343,0.0234,1,4,0.0162,1.69462,81.1465,64.8846,65.4027
1981,7950.0,580.35,814.0,115.0,2019-05-05T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,665,0.192023,155.926,612.848,309.787,2.9498,3.20235,1,5,0.0432,19.9305,364.867,572.754,181.386
1976,390.0,112.037,117.5,221.0,2019-05-05T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,666,0.117565,70.2902,139.45,73.3005,0.657699,1.2646,1,6,0.27336,2.78374,77.3189,108.948,78.6951
1983,418.0,118.773,129.9,90.0,2019-05-05T00:00:00,36.9909,9.61373,جوميــــــن,joumine,667,0.00230394,43.838,88.6306,37.4675,0.255606,0.50856,1,7,0.098312,1.85273,73.0913,97.1641,62.0027
1984,48.0,10.004,11.7,82.5,2019-05-05T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,668,0.0,5.5035,10.2099,3.63551,0.0255751,0.0534,1,8,0.0055,0.226176,9.15054,9.76576,6.22342
2015,85.9,41.0,41.0,136.0,2019-05-05T00:00:00,37.0359,9.41093,المالح,melah,669,0.0,,,,0.0,0.17188,1,33,0.0481,0.68,24.7933,37.4225,
1994,367.0,134.014,137.5,86.5,2019-05-05T00:00:00,37.181,9.47513,سجنــــــان,sejnane,670,0.0799762,90.9031,148.853,123.748,0.205378,1.78055,1,9,0.331312,0.61677,116.325,105.477,86.6502
2012,60.0,24.0,24.0,93.0,2019-05-05T00:00:00,36.8824,8.69921,الزرقة,zarga,671,0.00722286,30.9979,40.6874,32.2327,0.0491314,0.0246,1,10,0.0,0.64,21.4822,24.004,23.356
2014,85.2,64.4,64.4,85.0,2019-05-05T00:00:00,36.8751,8.71699,الكبير,kebir,672,0.0334937,,42.8889,41.7504,0.207516,0.0,1,31,0.0,3.33512,36.7886,7.0032,6.0836
2013,58.0,26.3,26.3,110.0,2019-05-05T00:00:00,36.9347,8.84504,المولى,moula,673,0.0182286,,38.3451,34.1046,0.0675509,0.0,1,32,0.0,1.49326,30.5239,26.2652,23.264
1999,865.0,286.514,286.514,27.0,2019-05-05T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,674,0.390931,247.01,343.504,266.402,0.641088,0.0,1,11,0.0,3.70243,288.394,284.401,287.14
2012,95.0,33.0,33.0,37.0,2019-05-05T00:00:00,37.1856,9.20109,الزياتين,ziatine,675,0.0,31.1057,16.7434,31.8314,0.0148125,0.017839,1,12,0.003531,0.9,28.3609,32.8578,33.3605
2012,35.5,18.3,18.3,48.0,2019-05-05T00:00:00,37.1991,9.26906,القمقوم,gamgoum,676,0.00470289,12.3031,38.7025,15.0659,0.020591,0.0,1,13,0.0,0.035559,7.93045,17.6794,17.9663
1987,1040.0,33.4411,70.0,388.5,2019-05-05T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,677,0.0326678,1.87902,47.5847,22.6316,0.20353,0.365045,1,14,0.068551,2.01139,32.3208,32.4822,3.80168
1966,127.0,7.22,8.22,517.06,2019-05-05T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,678,0.00620806,1.33244,5.77801,1.67359,0.0200924,0.194402,1,15,0.03559,1.00958,11.02,6.93988,2.19185
2002,232.0,2.0,4.0,285.0,2019-05-05T00:00:00,36.302,9.50269,الرميـــــــل,rmil,679,0.00226477,0.268946,7.48205,5.11099,0.010953,0.002234,1,16,0.000604,0.174369,9.72247,1.9587,0.0
1971,1263.0,41.599,52.9,122.5,2019-05-05T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,680,0.0216799,3.36323,41.4358,10.2273,0.0611825,0.0,1,17,0.0,1.17327,24.4478,41.0727,13.5195
1998,675.0,23.83,22.0,43.0,2019-05-05T00:00:00,36.3318,10.3597,الرمــــــل,rmel,681,0.0,0.938744,27.8777,3.74819,0.0320309,0.0525,1,18,0.0105,0.16702,15.5256,21.6242,5.23456
1965,855.0,58.76,86.5,230.0,2019-05-05T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,682,0.00571363,2.34416,26.3053,5.89159,0.0377329,0.271893,1,19,0.052262,1.36161,20.2995,23.1343,3.05955
1981,8950.0,133.317,209.0,270.0,2019-05-05T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,683,0.0277365,6.56243,70.2569,21.9605,0.0806097,0.158396,1,20,0.114398,4.36556,38.1047,73.9859,28.1282
1989,1120.0,77.47,95.3,217.0,2019-05-05T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,684,0.0,0.517712,20.8543,1.15274,0.103541,0.0117,1,21,0.0,0.818174,13.423,9.37677,0.203126
2005,173.65,7.71,4.24,677.8,2019-05-05T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,685,0.000816235,2.17447,3.30246,0.2,0.00314986,0.0,1,22,0.0,2.214,28.3609,2.18323,0.5384
1997,1900.0,88.0,88.0,541.0,2019-05-05T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,686,0.0,0.230207,5.98988,0.6,0.0,0.0,1,23,0.0,0.262516,1.49674,4.4375,1.157
2002,293.0,16.0,16.0,849.0,2019-05-05T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,687,0.000495675,1.37861,4.02033,0.0,0.00247838,0.0,1,24,0.0,0.0006324,1.49674,2.05,0.9
1959,86.0,5.01,6.5,54.62,2019-05-05T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,688,0.00430845,0.0,19.5983,15.1121,0.0107839,0.0,1,25,0.0,0.266449,4.71109,4.7076,1.8612
1963,64.0,5.045,7.8,77.88,2019-05-05T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,689,0.000485856,1.15562,20.2859,15.7065,0.00426631,0.060814,1,26,0.034138,0.191438,6.36038,4.18764,0.74076
1968,53.0,5.193,6.9,163.0,2019-05-05T00:00:00,36.534,10.4911,مصــــــري,masri,690,0.00120272,0.87985,4.51376,7.29237,0.0284034,0.023295,1,27,0.0,0.285983,4.30759,5.00375,4.45991
1959,86.0,5.01,6.5,54.62,2019-05-02T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,787,0.0,0.0,19.5906,15.1121,0.0030254,0.0,1,25,0.0,0.266449,4.6853,4.7172,1.867
1986,199.0,23.3053,30.1,18.04,2019-05-05T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,691,0.0,3.77027,37.8279,17.219,0.0234937,0.078467,1,28,0.01019,0.13729,17.6063,20.3169,8.46179
2002,123.0,12.854,12.1,102.4,2019-05-05T00:00:00,36.5874,10.304,الحمـــــى,hma,692,0.00462623,0.200372,4.11708,0.257378,0.0174334,0.06,1,29,0.02,0.0291232,4.36393,3.76339,1.11164
2002,54.0,9.615,10.0,42.2,2019-05-05T00:00:00,36.8308,10.7086,العبيـــــــد,abid,693,0.0,3.3242,11.6031,5.32835,0.0108746,0.055569,1,30,0.014698,0.0146496,5.18332,8.87861,3.4788
1954,10300.0,51.13,267.67,265.0,2019-05-04T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,694,0.478043,11.0541,205.976,189.963,0.779765,0.2,1,1,0.05,17.3775,136.5,37.4442,7.60355
1954,103.0,60.393,61.63,436.5,2019-05-04T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,695,0.0,38.8872,48.2105,30.5732,0.0,0.3468,1,2,0.0867,1.27743,41.4955,55.4532,53.2819
1968,101.0,76.9,81.875,292.04,2019-05-04T00:00:00,36.7614,9.0023,كســاب,kasseb,696,0.0195228,31.1488,48.0848,21.321,0.0858155,0.36,1,3,0.09,0.913573,41.8217,61.745,47.9657
1998,177.0,64.7,74.82,182.0,2019-05-04T00:00:00,36.7341,8.53173,بربرة,barbara,697,0.143829,87.6478,99.0839,88.8868,0.421984,0.0072,1,4,0.0072,1.69462,81.0918,64.7983,65.9638
1981,7950.0,580.35,814.0,115.0,2019-05-04T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,698,0.673507,155.856,612.656,309.744,2.75778,3.15915,1,5,1.03865,19.9305,364.224,572.754,182.384
1976,390.0,112.037,117.5,221.0,2019-05-04T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,699,0.189851,70.2071,139.332,73.0272,0.540134,0.99124,1,6,0.09267,2.78374,77.2291,109.115,78.8279
1983,418.0,118.773,129.9,90.0,2019-05-04T00:00:00,36.9909,9.61373,جوميــــــن,joumine,700,0.064444,43.6792,88.6283,37.3692,0.253302,0.410248,1,7,0.102312,1.85273,73.0316,97.2818,61.8682
1984,48.0,10.004,11.7,82.5,2019-05-04T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,701,0.00793082,5.49637,10.2099,3.63001,0.0255751,0.0479,1,8,0.0055,0.226176,9.14325,9.77658,6.22342
2015,85.9,41.0,41.0,136.0,2019-05-04T00:00:00,37.0359,9.41093,المالح,melah,702,0.0,,,,0.0,0.12378,1,33,0.04608,0.68,24.7713,37.505,
1994,367.0,134.014,137.5,86.5,2019-05-04T00:00:00,37.181,9.47513,سجنــــــان,sejnane,703,0.0806725,90.6459,148.773,123.416,0.125402,1.44924,1,9,0.332482,0.61677,116.305,105.743,87.1246
1999,865.0,286.514,286.514,27.0,2019-05-04T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,707,0.0936367,246.736,343.113,266.402,0.250157,0.0,1,11,0.0,3.70243,288.275,284.099,287.14
2012,95.0,33.0,33.0,37.0,2019-05-04T00:00:00,37.1856,9.20109,الزياتين,ziatine,708,0.0,31.0891,16.7387,31.8279,0.0148125,0.014308,1,12,0.003185,0.9,28.3318,32.8874,33.3905
2012,35.5,18.3,18.3,48.0,2019-05-04T00:00:00,37.1991,9.26906,القمقوم,gamgoum,709,0.00423684,12.2318,38.7025,15.0659,0.0158882,0.0,1,13,0.0,0.035559,7.92931,17.6794,17.9663
1987,1040.0,33.4411,70.0,388.5,2019-05-04T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,710,0.0244932,1.80463,47.5521,22.5631,0.170863,0.296494,1,14,0.05959,2.01139,32.2559,32.5326,3.73324
1966,127.0,7.22,8.22,517.06,2019-05-04T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,711,0.00409556,1.32537,5.7718,1.638,0.0138844,0.158812,1,15,0.033229,1.00958,10.9874,6.97205,2.18635
2002,232.0,2.0,4.0,285.0,2019-05-04T00:00:00,36.302,9.50269,الرميـــــــل,rmil,712,0.000680795,0.267759,7.47979,5.11039,0.00868827,0.00163,1,16,0.000404,0.174369,9.71685,1.9587,0.0
1971,1263.0,41.599,52.9,122.5,2019-05-04T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,713,0.0,3.36323,41.4141,10.2273,0.0395025,0.0,1,17,0.0,1.17327,24.41,41.0727,13.5569
1998,675.0,23.83,22.0,43.0,2019-05-04T00:00:00,36.3318,10.3597,الرمــــــل,rmel,714,0.0,0.938744,27.8777,3.73769,0.0320309,0.042,1,18,0.0105,0.16702,15.5202,21.6776,5.26432
1965,855.0,58.76,86.5,230.0,2019-05-04T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,715,0.0131425,2.33917,26.2996,5.83932,0.0320193,0.219631,1,19,0.059673,1.36161,20.2556,23.1915,3.08325
1981,8950.0,133.317,209.0,270.0,2019-05-04T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,716,0.0,6.54338,70.2292,21.8461,0.0528733,0.043998,1,20,0.010837,4.36556,37.9638,74.1007,28.1282
1989,1120.0,77.47,95.3,217.0,2019-05-04T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,717,0.0,0.515263,20.8543,1.15274,0.103541,0.0117,1,21,0.0018,0.818174,13.3966,9.46948,0.203126
2005,173.65,7.71,4.24,677.8,2019-05-04T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,718,0.000816235,2.17447,3.30165,0.2,0.00233363,0.0,1,22,0.0,2.214,28.3318,2.18323,0.54872
1997,1900.0,88.0,88.0,541.0,2019-05-04T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,719,0.0,0.229569,5.98988,0.6,0.0,0.0,1,23,0.0,0.262516,1.48827,4.4375,1.157
2002,293.0,16.0,16.0,849.0,2019-05-04T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,720,0.000495675,1.37848,4.01983,0.0,0.0019827,0.0,1,24,0.0,0.0006324,1.48827,2.05,0.9
1959,86.0,5.01,6.5,54.62,2019-05-04T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,721,0.0,0.0,19.594,15.1121,0.0064755,0.0,1,25,0.0,0.266449,4.70249,4.7076,1.867
1963,64.0,5.045,7.8,77.88,2019-05-04T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,722,0.0,1.15378,20.2854,15.6723,0.00378045,0.026676,1,26,0.00863,0.191438,6.35421,4.22496,0.74076
1968,53.0,5.193,6.9,163.0,2019-05-04T00:00:00,36.534,10.4911,مصــــــري,masri,723,0.00153823,0.87985,4.51256,7.29237,0.0272006,0.023295,1,27,0.0,0.285983,4.29837,4.94862,4.42977
1986,199.0,23.3053,30.1,18.04,2019-05-04T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,724,0.0234937,3.77027,37.8279,17.2088,0.0234937,0.068277,1,28,0.00572,0.13729,17.6018,20.3846,8.52661
2002,123.0,12.854,12.1,102.4,2019-05-04T00:00:00,36.5874,10.304,الحمـــــى,hma,725,0.00451039,0.199481,4.11245,0.237378,0.0128072,0.04,1,29,0.02,0.0291232,4.363,3.78274,1.11164
2002,54.0,9.615,10.0,42.2,2019-05-04T00:00:00,36.8308,10.7086,العبيـــــــد,abid,726,0.0079839,3.3242,11.6031,5.31366,0.0108746,0.040871,1,30,0.003579,0.0146496,5.18285,8.90332,3.48537
1954,10300.0,51.13,267.67,265.0,2019-05-03T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,727,0.0711304,10.8572,205.498,189.913,0.301722,0.15,1,1,0.05,17.3775,135.939,37.0344,7.41154
1954,103.0,60.393,61.63,436.5,2019-05-03T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,728,0.0,38.6739,48.2105,30.4865,0.0,0.2601,1,2,0.0867,1.27743,41.4543,55.663,53.1053
1968,101.0,76.9,81.875,292.04,2019-05-03T00:00:00,36.7614,9.0023,كســاب,kasseb,729,0.0172481,31.0859,48.0653,21.231,0.0662927,0.27,1,3,0.09,0.913573,41.7922,61.8206,47.9977
