Annee_prod,Bassin_versant,Cap_tot_act,Cap_tot_init,Cote,Date,Latitude,Longitude,Nom_Ar,Nom_Fr,_id,apports,cumul_annee_prec,cumul_annuel_apports,cumul_annuel_lachers,cumul_mensuel_apports,cumul_mensuel_lachers,fonctionnel,id_barrage,lachers,moy_mois,moy_periode,stock,stock_annee_prec
1963,64.0,5.045,7.8,77.88,2018-12-19T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,5173,0.0,0.602766,16.5578,11.9786,0.474079,0.527128,1,26,0.01,0.969385,2.55842,4.59788,0.87708
1968,53.0,5.193,6.9,163.0,2018-12-19T00:00:00,36.534,10.4911,مصــــــري,masri,5174,0.0,0.576009,2.48804,2.517,0.0303503,0.216696,1,27,0.0,0.729221,1.75244,4.77635,4.27072
1986,199.0,23.3053,30.1,18.04,2018-12-19T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,5175,0.00716692,1.61046,26.9384,8.04233,0.411529,0.06422,1,28,0.0,3.14368,6.17405,21.8053,9.23972
2002,123.0,12.854,12.1,102.4,2018-12-19T00:00:00,36.5874,10.304,الحمـــــى,hma,5176,0.0011828,0.133168,2.38524,0.01314,0.285794,0.0,1,29,0.0,1.76526,1.93249,2.85016,1.34547
2002,54.0,9.615,10.0,42.2,2018-12-19T00:00:00,36.8308,10.7086,العبيـــــــد,abid,5177,0.0,2.08894,9.9179,3.72954,0.185539,0.009602,1,30,0.00318,1.06848,2.23536,9.42498,2.98687
1954,10300.0,51.13,267.67,265.0,2018-12-18T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,5178,0.114814,4.77432,101.041,89.9244,2.83118,1.53684,1,1,0.05,12.5857,79.3142,34.3998,4.84076
1954,103.0,60.393,61.63,436.5,2018-12-18T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,5179,0.0640358,5.01803,9.83414,6.14424,6.61044,0.5813,1,2,0.0349,6.3052,7.63786,44.7378,26.6672
1968,101.0,76.9,81.875,292.04,2018-12-18T00:00:00,36.7614,9.0023,كســاب,kasseb,5180,0.174316,2.58672,10.7997,9.57861,7.00188,1.59922,1,3,0.088172,6.4007,8.80469,36.7562,29.5515
1998,177.0,64.7,74.82,182.0,2018-12-18T00:00:00,36.7341,8.53173,بربرة,barbara,5181,0.0757185,25.0053,15.9183,15.693,8.52216,12.1251,1,4,0.0,14.0834,16.2896,56.6927,61.1033
1981,7950.0,580.35,814.0,115.0,2018-12-18T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,5182,1.07189,32.9629,106.504,33.3891,14.248,4.65937,1,5,0.0432,27.5,57.0782,221.409,103.928
1976,390.0,112.037,117.5,221.0,2018-12-18T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,5183,0.320791,14.1945,14.4132,11.7494,8.38824,1.11692,1,6,0.0238,11.0394,14.1895,46.6468,32.3033
1983,418.0,118.773,129.9,90.0,2018-12-18T00:00:00,36.9909,9.61373,جوميــــــن,joumine,5184,0.397123,3.12169,31.2797,15.0091,13.1988,1.40165,1,7,0.073,11.4611,12.0692,63.7138,33.7526
1984,48.0,10.004,11.7,82.5,2018-12-18T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,5185,0.0281352,0.214283,3.88628,0.51911,1.1253,0.00991,1,8,0.0005,1.10257,1.32152,6.81756,1.5596
1994,367.0,134.014,137.5,86.5,2018-12-18T00:00:00,37.181,9.47513,سجنــــــان,sejnane,5186,0.332463,3.66581,78.6193,55.2509,21.2256,9.14604,1,9,0.52615,21.2763,26.381,105.809,36.9533
2012,60.0,24.0,24.0,93.0,2018-12-18T00:00:00,36.8824,8.69921,الزرقة,zarga,5187,0.127319,7.48841,15.269,13.7506,6.85117,8.90266,1,10,0.125197,4.51,4.89253,19.54,20.854
2014,85.2,64.4,64.4,85.0,2018-12-18T00:00:00,36.8751,8.71699,الكبير,kebir,5188,0.137615,,12.2533,13.3595,6.3439,7.05776,1,31,0.0,,,4.9208,
2013,58.0,26.3,26.3,110.0,2018-12-18T00:00:00,36.9347,8.84504,المولى,moula,5189,0.102957,,12.2825,8.665,5.9752,5.878,1,32,0.0,,,26.0496,
1999,865.0,286.514,286.514,27.0,2018-12-18T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,5190,1.23463,23.0148,133.998,66.1009,42.0593,46.6698,1,11,0.0,48.5986,59.939,281.685,122.876
2012,95.0,33.0,33.0,37.0,2018-12-18T00:00:00,37.1856,9.20109,الزياتين,ziatine,5191,0.0654636,2.37398,10.7438,14.0874,4.00492,4.06507,1,12,0.001976,4.2,7.81086,33.0054,20.1532
2012,35.5,18.3,18.3,48.0,2018-12-18T00:00:00,37.1991,9.26906,القمقوم,gamgoum,5192,0.0021171,0.0,20.0682,9.68894,2.47594,2.322,1,13,0.0,0.879225,2.11665,17.6651,16.7785
1987,1040.0,33.4411,70.0,388.5,2018-12-18T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,5193,0.0058833,1.05078,18.354,0.41919,0.648179,0.0,1,14,0.0,2.7873,11.3662,26.6344,3.66679
1966,127.0,7.22,8.22,517.06,2018-12-18T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,5194,0.000889658,0.620546,2.80936,0.477575,0.0992369,0.035832,1,15,0.0,1.02877,4.00524,5.44796,2.50295
2002,232.0,2.0,4.0,285.0,2018-12-18T00:00:00,36.302,9.50269,الرميـــــــل,rmil,5195,0.00080109,0.158377,4.18388,2.22565,0.101379,0.01701,1,16,0.0,0.531318,3.97413,1.7758,0.0
1971,1263.0,41.599,52.9,122.5,2018-12-18T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,5196,0.00805122,1.44586,21.504,0.66828,0.713833,0.06048,1,17,0.0,2.72113,8.93434,32.2247,13.9684
2012,95.0,33.0,33.0,37.0,2018-12-17T00:00:00,37.1856,9.20109,الزياتين,ziatine,5223,0.156335,2.29849,10.7416,14.0854,3.93946,4.0631,1,12,0.002759,4.2,7.67538,32.9464,20.1288
1998,675.0,23.83,22.0,43.0,2018-12-18T00:00:00,36.3318,10.3597,الرمــــــل,rmel,5197,0.0189709,0.559779,19.9556,1.06177,0.26199,0.0735,1,18,0.0105,3.72595,7.52666,20.7171,8.49252
1965,855.0,58.76,86.5,230.0,2018-12-18T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,5198,0.0,1.27575,14.3387,1.31753,0.150966,0.102781,1,19,0.013313,2.07825,8.08483,17.5049,4.70224
1981,8950.0,133.317,209.0,270.0,2018-12-18T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,5199,0.0243101,3.20896,55.6173,6.45623,0.374782,0.407396,1,20,0.002337,2.31947,21.3519,79.9288,28.4844
1989,1120.0,77.47,95.3,217.0,2018-12-18T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,5200,0.0,0.259972,9.82197,0.239427,0.0,0.1377,1,21,0.009,1.03829,7.03541,5.83613,0.203126
2005,173.65,7.71,4.24,677.8,2018-12-18T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,5201,0.0,2.0227,3.16953,0.2,0.000846146,0.0,1,22,0.0,13.438,7.81086,2.59726,1.06378
1997,1900.0,88.0,88.0,541.0,2018-12-18T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,5202,0.0,0.130434,5.98988,0.6,0.0,0.0,1,23,0.0,0.0228169,1.34725,4.4375,1.157
2002,293.0,16.0,16.0,849.0,2018-12-18T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,5203,0.000470063,1.35885,3.30749,0.0,0.00470062,0.0,1,24,0.0,0.1689,1.34725,2.4,0.9
1959,86.0,5.01,6.5,54.62,2018-12-18T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,5204,0.000435731,0.0,18.5416,14.4905,0.0368317,0.0,1,25,0.0,0.687431,1.94325,4.7364,1.7916
1963,64.0,5.045,7.8,77.88,2018-12-18T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,5205,0.0,0.602252,16.5578,11.9686,0.474079,0.517128,1,26,0.01,0.969385,2.52715,4.6103,0.87708
1968,53.0,5.193,6.9,163.0,2018-12-18T00:00:00,36.534,10.4911,مصــــــري,masri,5206,0.0,0.575489,2.48804,2.517,0.0303503,0.216696,1,27,0.0,0.729221,1.72892,4.74621,4.23465
1986,199.0,23.3053,30.1,18.04,2018-12-18T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,5207,0.0159661,1.60362,26.9312,8.04233,0.404362,0.06422,1,28,0.00368,3.14368,6.07264,21.8053,9.23972
2002,123.0,12.854,12.1,102.4,2018-12-18T00:00:00,36.5874,10.304,الحمـــــى,hma,5208,0.00114429,0.133168,2.38406,0.01314,0.284612,0.0,1,29,0.0,1.76526,1.87554,2.85016,1.35
2002,54.0,9.615,10.0,42.2,2018-12-18T00:00:00,36.8308,10.7086,العبيـــــــد,abid,5209,0.00136986,2.08855,9.9179,3.72636,0.185539,0.006422,1,30,0.0,1.06848,2.20089,9.43789,2.98687
1954,10300.0,51.13,267.67,265.0,2018-12-17T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,5210,0.176839,4.74729,100.926,89.8744,2.71637,1.48684,1,1,0.05,12.5857,78.9082,34.3368,4.88472
1954,103.0,60.393,61.63,436.5,2018-12-17T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,5211,0.142388,4.87859,9.7701,6.10934,6.54641,0.5464,1,2,0.0349,6.3052,7.43447,44.7114,26.576
1968,101.0,76.9,81.875,292.04,2018-12-17T00:00:00,36.7614,9.0023,كســاب,kasseb,5212,0.285297,2.30771,10.6254,9.49044,6.82756,1.51105,1,3,0.088644,6.4007,8.59822,36.6732,29.3632
1998,177.0,64.7,74.82,182.0,2018-12-17T00:00:00,36.7341,8.53173,بربرة,barbara,5213,0.475286,24.5285,15.8426,15.693,8.44644,12.1251,1,4,0.0,14.0834,15.8353,56.6203,60.6294
1981,7950.0,580.35,814.0,115.0,2018-12-17T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,5214,1.87033,32.7745,105.432,33.3459,13.1761,4.61617,1,5,0.0432,27.5,56.1911,220.347,103.737
1976,390.0,112.037,117.5,221.0,2018-12-17T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,5215,0.287483,13.8845,14.0924,11.7256,8.06745,1.09312,1,6,0.089,11.0394,13.8334,46.3524,32.0163
1983,418.0,118.773,129.9,90.0,2018-12-17T00:00:00,36.9909,9.61373,جوميــــــن,joumine,5216,0.578532,3.0659,30.8826,14.9361,12.8016,1.32865,1,7,0.075,11.4611,11.6995,63.3929,33.7834
1984,48.0,10.004,11.7,82.5,2018-12-17T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,5217,0.0368147,0.209707,3.85814,0.51861,1.09717,0.00941,1,8,0.0005,1.10257,1.28596,6.79087,1.55536
1994,367.0,134.014,137.5,86.5,2018-12-17T00:00:00,37.181,9.47513,سجنــــــان,sejnane,5218,0.707204,3.43507,78.2868,54.7248,20.8932,8.61989,1,9,0.56915,21.2763,25.6947,106.009,36.6766
2012,60.0,24.0,24.0,93.0,2018-12-17T00:00:00,36.8824,8.69921,الزرقة,zarga,5219,0.0,7.39586,15.1417,13.6254,6.72385,8.77747,1,10,1.51221,4.51,4.74704,19.54,20.764
2014,85.2,64.4,64.4,85.0,2018-12-17T00:00:00,36.8751,8.71699,الكبير,kebir,5220,0.152802,,12.1157,13.3595,6.20628,7.05776,1,31,0.0,,,4.784,
2013,58.0,26.3,26.3,110.0,2018-12-17T00:00:00,36.9347,8.84504,المولى,moula,5221,0.188065,,12.1795,8.665,5.87224,5.878,1,32,0.0,,,25.949,
1999,865.0,286.514,286.514,27.0,2018-12-17T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,5222,2.41545,21.6175,132.764,66.1009,40.8247,46.6698,1,11,0.57,48.5986,58.3714,280.478,122.113
2012,35.5,18.3,18.3,48.0,2018-12-17T00:00:00,37.1991,9.26906,القمقوم,gamgoum,5224,0.0318152,0.0,20.0027,9.68894,2.47383,2.322,1,13,0.0,0.879225,2.08829,17.6651,16.7785
1987,1040.0,33.4411,70.0,388.5,2018-12-17T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,5225,0.00519114,1.04751,18.3482,0.41919,0.642296,0.0,1,14,0.0,2.7873,11.2763,26.6344,3.66679
1966,127.0,7.22,8.22,517.06,2018-12-17T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,5226,0.00976362,0.61792,2.80847,0.477575,0.0983472,0.035832,1,15,0.0,1.02877,3.97205,5.44796,2.52052
2002,232.0,2.0,4.0,285.0,2018-12-17T00:00:00,36.302,9.50269,الرميـــــــل,rmil,5227,0.000222525,0.157878,4.18307,2.22565,0.100578,0.01701,1,16,0.0,0.531318,3.95699,1.7758,0.0
1971,1263.0,41.599,52.9,122.5,2018-12-17T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,5228,0.00751447,1.43865,21.496,0.66828,0.705782,0.06048,1,17,0.0,2.72113,8.84656,32.2247,13.9684
1998,675.0,23.83,22.0,43.0,2018-12-17T00:00:00,36.3318,10.3597,الرمــــــل,rmel,5229,0.0,0.555927,19.9366,1.05127,0.243019,0.063,1,18,0.0105,3.72595,7.40647,20.7171,8.49252
1965,855.0,58.76,86.5,230.0,2018-12-17T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,5230,0.0138136,1.27575,14.3387,1.30422,0.150966,0.089468,1,19,0.005031,2.07825,8.01779,17.5271,4.7282
1981,8950.0,133.317,209.0,270.0,2018-12-17T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,5231,0.0,3.19696,55.593,6.45389,0.350472,0.405059,1,20,0.000337,2.31947,21.277,79.9288,28.4844
1989,1120.0,77.47,95.3,217.0,2018-12-17T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,5232,0.0,0.258747,9.82197,0.230427,0.0,0.1287,1,21,0.009,1.03829,7.00191,5.87608,0.203126
2005,173.65,7.71,4.24,677.8,2018-12-17T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,5233,0.0,2.0227,3.16953,0.2,0.000846146,0.0,1,22,0.0,13.438,7.67538,2.60268,1.06776
1997,1900.0,88.0,88.0,541.0,2018-12-17T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,5234,0.0,0.129489,5.98988,0.6,0.0,0.0,1,23,0.0,0.0228169,1.34651,4.4375,1.157
2002,293.0,16.0,16.0,849.0,2018-12-17T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,5235,0.000470063,1.35872,3.30702,0.0,0.00423056,0.0,1,24,0.0,0.1689,1.34651,2.4,0.9
1959,86.0,5.01,6.5,54.62,2018-12-17T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,5236,0.000660859,0.0,18.5412,14.4905,0.036396,0.0,1,25,0.0,0.687431,1.92108,4.7364,1.7916
1963,64.0,5.045,7.8,77.88,2018-12-17T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,5237,0.00158347,0.601496,16.5578,11.9586,0.474079,0.507128,1,26,0.0,0.969385,2.49588,4.62272,0.87708
1968,53.0,5.193,6.9,163.0,2018-12-17T00:00:00,36.534,10.4911,مصــــــري,masri,5238,0.000466995,0.574972,2.48804,2.517,0.0303503,0.216696,1,27,0.003575,0.729221,1.70539,4.71608,4.18414
1986,199.0,23.3053,30.1,18.04,2018-12-17T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,5239,0.01331,1.59277,26.9153,8.03866,0.388396,0.06054,1,28,0.0,3.14368,5.97123,21.8053,9.23972
2002,123.0,12.854,12.1,102.4,2018-12-17T00:00:00,36.5874,10.304,الحمـــــى,hma,5240,0.00103976,0.132735,2.38291,0.01314,0.283467,0.0,1,29,0.0,1.76526,1.8186,2.85016,1.35
2002,54.0,9.615,10.0,42.2,2018-12-17T00:00:00,36.8308,10.7086,العبيـــــــد,abid,5241,0.0,2.06968,9.91653,3.72636,0.184169,0.006422,1,30,0.0,1.06848,2.16643,9.43789,2.9683
1954,10300.0,51.13,267.67,265.0,2018-12-16T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,5242,0.179141,4.72014,100.749,89.8244,2.53953,1.43684,1,1,0.05,12.5857,78.5022,34.2109,4.92868
1954,103.0,60.393,61.63,436.5,2018-12-16T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,5243,0.219622,4.72238,9.62771,6.07444,6.40402,0.5115,1,2,0.0349,6.3052,7.23107,44.6059,26.468
1968,101.0,76.9,81.875,292.04,2018-12-16T00:00:00,36.7614,9.0023,كســاب,kasseb,5244,0.367783,2.24107,10.3401,9.4018,6.54226,1.42241,1,3,0.089586,6.4007,8.39174,36.4794,29.3867
1998,177.0,64.7,74.82,182.0,2018-12-16T00:00:00,36.7341,8.53173,بربرة,barbara,5245,0.0,23.8661,15.3673,15.693,7.97115,12.1251,1,4,2.43432,14.0834,15.381,56.1495,63.017
1981,7950.0,580.35,814.0,115.0,2018-12-16T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,5246,1.07787,32.5881,103.561,33.3027,11.3057,4.57297,1,5,0.0432,27.5,55.304,218.489,104.119
1976,390.0,112.037,117.5,221.0,2018-12-16T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,5247,0.615772,13.657,13.8049,11.6366,7.77996,1.00412,1,6,0.02405,11.0394,13.4773,46.1561,31.8112
1983,418.0,118.773,129.9,90.0,2018-12-16T00:00:00,36.9909,9.61373,جوميــــــن,joumine,5248,0.713333,2.97607,30.3041,14.8611,12.2231,1.25365,1,7,0.077,11.4611,11.3298,62.899,33.7834
1984,48.0,10.004,11.7,82.5,2018-12-16T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,5249,0.0370535,0.196754,3.82133,0.51811,1.06035,0.00891,1,8,0.0005,1.10257,1.25039,6.75529,1.54262
1994,367.0,134.014,137.5,86.5,2018-12-16T00:00:00,37.181,9.47513,سجنــــــان,sejnane,5250,0.976414,3.20059,77.5796,54.1556,20.186,8.05074,1,9,0.50514,21.2763,25.0084,105.876,36.3999
2012,35.5,18.3,18.3,48.0,2018-12-16T00:00:00,37.1991,9.26906,القمقوم,gamgoum,5256,0.00105723,0.0,19.8464,9.68894,2.44201,2.322,1,13,0.0,0.879225,2.05992,17.6364,16.7785
1987,1040.0,33.4411,70.0,388.5,2018-12-16T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,5257,0.00692153,1.04457,18.343,0.41919,0.637105,0.0,1,14,0.0,2.7873,11.1864,26.6344,3.66679
1966,127.0,7.22,8.22,517.06,2018-12-16T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,5258,0.00116232,0.615445,2.79871,0.477575,0.0885836,0.035832,1,15,0.0,1.02877,3.93886,5.43874,2.54394
2002,232.0,2.0,4.0,285.0,2018-12-16T00:00:00,36.302,9.50269,الرميـــــــل,rmil,5259,0.000934605,0.157641,4.18285,2.22565,0.100355,0.01701,1,16,0.0,0.531318,3.93985,1.7758,0.0
1971,1263.0,41.599,52.9,122.5,2018-12-16T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,5260,0.18665,1.43109,21.4885,0.66828,0.698268,0.06048,1,17,0.0,2.72113,8.75878,32.2247,13.9684
1998,675.0,23.83,22.0,43.0,2018-12-16T00:00:00,36.3318,10.3597,الرمــــــل,rmel,5261,0.0195538,0.555927,19.9366,1.04077,0.243019,0.0525,1,18,0.0105,3.72595,7.28628,20.7704,8.53144
1965,855.0,58.76,86.5,230.0,2018-12-16T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,5262,0.0124776,1.27254,14.3249,1.29919,0.137153,0.084437,1,19,0.003695,2.07825,7.95075,17.5271,4.7282
1981,8950.0,133.317,209.0,270.0,2018-12-16T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,5263,0.0212328,3.18237,55.593,6.45356,0.350472,0.404722,1,20,0.000337,2.31947,21.2022,80.05,28.4844
1989,1120.0,77.47,95.3,217.0,2018-12-16T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,5264,0.0,0.257216,9.82197,0.221427,0.0,0.1197,1,21,0.0,1.03829,6.96842,5.91603,0.203126
2005,173.65,7.71,4.24,677.8,2018-12-16T00:00:00,35.3413,9.07053,سفيسيفة,sficifa,5265,0.0,2.0227,3.16953,0.2,0.000846146,0.0,1,22,0.0,13.438,7.53989,2.6081,1.07174
1997,1900.0,88.0,88.0,541.0,2018-12-16T00:00:00,34.7468,8.74761,سيدي يعيــــش ,sidiach,5266,0.0,0.128544,5.98988,0.6,0.0,0.0,1,23,0.0,0.0228169,1.34578,4.4375,1.157
2002,293.0,16.0,16.0,849.0,2018-12-16T00:00:00,35.4705,8.96766,البــــــــرك,elbrek,5267,0.000470063,1.3586,3.30655,0.0,0.0037605,0.0,1,24,0.0,0.1689,1.34578,2.4,0.9
1959,86.0,5.01,6.5,54.62,2018-12-16T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,5268,0.000864201,0.0,18.5405,14.4905,0.0357351,0.0,1,25,0.0,0.687431,1.8989,4.7364,1.7974
1963,64.0,5.045,7.8,77.88,2018-12-16T00:00:00,36.6923,10.7697,شيبـــــــة,chiba,5269,0.00190017,0.594967,16.5562,11.9586,0.472496,0.507128,1,26,0.0,0.969385,2.46461,4.62272,0.8714
1968,53.0,5.193,6.9,163.0,2018-12-16T00:00:00,36.534,10.4911,مصــــــري,masri,5270,0.00239035,0.574005,2.48758,2.51343,0.0298833,0.213121,1,27,0.009696,0.729221,1.68187,4.70854,4.11199
1986,199.0,23.3053,30.1,18.04,2018-12-16T00:00:00,36.7388,10.9218,لبنــــــــة,lebna,5271,0.00537519,1.58976,26.902,8.03866,0.375086,0.06054,1,28,0.0,3.14368,5.86982,21.8053,9.23972
2002,123.0,12.854,12.1,102.4,2018-12-16T00:00:00,36.5874,10.304,الحمـــــى,hma,5272,0.0151084,0.132389,2.38187,0.01314,0.282428,0.0,1,29,0.0,1.76526,1.76166,2.85016,1.35
2002,54.0,9.615,10.0,42.2,2018-12-16T00:00:00,36.8308,10.7086,العبيـــــــد,abid,5273,0.00060937,2.06943,9.91653,3.72636,0.184169,0.006422,1,30,0.0,1.06848,2.13196,9.45079,2.9683
1954,10300.0,51.13,267.67,265.0,2018-12-15T00:00:00,36.3144,8.70273,مـــــلاق ,mellegue,5274,1.10484,4.67811,100.57,89.7744,2.36039,1.38684,1,1,0.05,12.5857,78.0962,34.085,4.95799
1954,103.0,60.393,61.63,436.5,2018-12-15T00:00:00,36.7471,8.74188,بنيمطيــر ,benmetir,5275,0.891436,4.69244,9.40809,6.03954,6.1844,0.4766,1,2,0.0349,6.3052,7.02768,44.4222,26.486
1968,101.0,76.9,81.875,292.04,2018-12-15T00:00:00,36.7614,9.0023,كســاب,kasseb,5276,0.875362,2.22043,9.97229,9.31221,6.17448,1.33282,1,3,0.088948,6.4007,8.18527,36.2039,29.4574
1998,177.0,64.7,74.82,182.0,2018-12-15T00:00:00,36.7341,8.53173,بربرة,barbara,5277,1.4816,23.238,15.3673,13.2587,7.97115,9.69078,1,4,4.8375,14.0834,14.9267,58.651,65.0573
1981,7950.0,580.35,814.0,115.0,2018-12-15T00:00:00,36.5907,9.39706,سيدي ســــالم,sidisalem,5278,2.93214,32.3937,102.484,33.2595,10.2279,4.52977,1,5,0.0432,27.5,54.417,217.427,103.928
1976,390.0,112.037,117.5,221.0,2018-12-15T00:00:00,36.6719,8.78758,بو هرتمـــــه,bouheurtma,5279,0.957505,13.5515,13.1891,11.6125,7.16419,0.98007,1,6,0.02384,11.0394,13.1212,45.5674,31.7292
1983,418.0,118.773,129.9,90.0,2018-12-15T00:00:00,36.9909,9.61373,جوميــــــن,joumine,5280,2.42277,2.89038,29.5907,14.7842,11.5098,1.17665,1,7,0.11565,11.4611,10.9601,62.2716,33.7834
1984,48.0,10.004,11.7,82.5,2018-12-15T00:00:00,37.0594,9.54582,غزالـــــــة,ghezala,5281,0.0636214,0.188105,3.78427,0.51761,1.0233,0.00841,1,8,0.0005,1.10257,1.21482,6.7197,1.53414
1994,367.0,134.014,137.5,86.5,2018-12-15T00:00:00,37.181,9.47513,سجنــــــان,sejnane,5282,4.42952,3.10511,76.6032,53.6505,19.2095,7.5456,1,9,0.51702,21.2763,24.322,105.41,36.2616
2012,60.0,24.0,24.0,93.0,2018-12-15T00:00:00,36.8824,8.69921,الزرقة,zarga,5283,1.22721,7.1576,15.0146,10.6745,6.59674,5.8266,1,10,1.29541,4.51,4.45608,22.474,20.53
2014,85.2,64.4,64.4,85.0,2018-12-15T00:00:00,36.8751,8.71699,الكبير,kebir,5284,1.43796,,11.8095,12.1435,5.90017,5.84176,1,31,2.65248,,,5.696,
2013,58.0,26.3,26.3,110.0,2018-12-15T00:00:00,36.9347,8.84504,المولى,moula,5285,0.784901,,11.9892,8.665,5.68195,5.878,1,32,1.874,,,25.7622,
1999,865.0,286.514,286.514,27.0,2018-12-15T00:00:00,37.0261,8.93618,سيدي البــــراق,selbarrak,5286,4.9948,20.1907,130.128,56.8729,38.1886,37.4418,1,11,15.9048,48.5986,55.236,287.14,121.922
2012,95.0,33.0,33.0,37.0,2018-12-15T00:00:00,37.1856,9.20109,الزياتين,ziatine,5287,0.233886,2.14411,10.7088,13.4227,3.5896,3.40045,1,12,1.51198,4.2,7.40441,33.271,20.08
2012,35.5,18.3,18.3,48.0,2018-12-15T00:00:00,37.1991,9.26906,القمقوم,gamgoum,5288,0.241744,0.0,19.6529,9.68894,2.44096,2.322,1,13,0.791,0.879225,2.03156,17.6364,16.7508
1987,1040.0,33.4411,70.0,388.5,2018-12-15T00:00:00,36.1571,9.35208,سليانـــــــة,siliana,5289,0.3754,1.03799,18.336,0.41919,0.630183,0.0,1,14,0.0,2.7873,11.0965,26.6344,3.66679
1966,127.0,7.22,8.22,517.06,2018-12-15T00:00:00,35.9952,9.47242,لخمـــــــاس,lakhmess,5290,0.01084,0.612894,2.79755,0.477575,0.0874213,0.035832,1,15,0.001282,1.02877,3.90568,5.43874,2.54394
2002,232.0,2.0,4.0,285.0,2018-12-15T00:00:00,36.302,9.50269,الرميـــــــل,rmil,5291,0.071156,0.156786,4.18192,2.22565,0.0994206,0.01701,1,16,0.0,0.531318,3.92271,1.7758,0.0
1971,1263.0,41.599,52.9,122.5,2018-12-15T00:00:00,36.5112,10.0114,بئر المشارقـــة,birmcherga,5292,0.185088,1.42405,21.3018,0.66828,0.511618,0.06048,1,17,0.00432,2.72113,8.671,32.0445,13.9684
1998,675.0,23.83,22.0,43.0,2018-12-15T00:00:00,36.3318,10.3597,الرمــــــل,rmel,5293,0.0189879,0.552123,19.9171,1.03027,0.223465,0.042,1,18,0.0105,3.72595,7.16609,20.7704,8.53144
1965,855.0,58.76,86.5,230.0,2018-12-15T00:00:00,36.06,9.87235,نبهانــــــة,nebhana,5294,0.0105795,1.26934,14.3124,1.29549,0.124675,0.080742,1,19,0.004084,2.07825,7.88371,17.5271,4.7282
1959,86.0,5.01,6.5,54.62,2018-12-11T00:00:00,36.7159,10.6262,بزيـــــــغ,bezirk,5428,0.0,0.0,18.5287,14.4905,0.023899,0.0,1,25,0.0,0.687431,1.78803,4.7364,1.809
1981,8950.0,133.317,209.0,270.0,2018-12-15T00:00:00,35.3901,9.69476,سيدي سعـــد ,sidisaad,5295,0.0323326,3.18237,55.5718,6.45322,0.329239,0.404385,1,20,0.010337,2.31947,21.1274,80.05,28.5557
1989,1120.0,77.47,95.3,217.0,2018-12-15T00:00:00,35.5727,9.74681,هـــــــوارب,elhaouareb,5296,0.0,0.255992,9.82197,0.221427,0.0,0.1197,1,21,0.009,1.03829,6.93493,5.99593,0.203126
